Address,Price per month €,Capacity,Link
"Flat 10, 256 North Circular Road, Dublin 7",1196,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-10-256-north-circular-road-dublin-7/3270611
"Flat 6, 341 North Circular Road, Dublin 7",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-6-341-north-circular-road-dublin-7/3228942
"Shanganagh Vale, Cabinteely, Dublin 18",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-shanganagh-vale-cabinteely-dublin-18/3260894
"Huntstown Lawn, Blanchardstown, Dublin 15",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-huntstown-lawn-blanchardstown-dublin-15/3255495
"Ashfield Park, Terenure, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-ashfield-park-terenure-dublin-6/3436656
"Grosvenor Square, Rathmines, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-grosvenor-square-rathmines-dublin-6/3200907
"27 St Peters Road, Phibsborough, Dublin 7",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-27-st-peters-road-phibsborough-dublin-7/3429916
"Philipsburgh Avenue, Fairview, Dublin 3",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-philipsburgh-avenue-fairview-dublin-3/3212325
"Flat 3, 23 Effra Road, Rathmines, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-3-23-effra-road-rathmines-dublin-6/3432972
"Flat 3, 54 Richmond Street South, Dublin 2",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-3-54-richmond-street-south-dublin-2/3282967
"Marlborough Road, North Circular Road, Dublin 7",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-marlborough-road-north-circular-road-dublin-7/3218744
"Mountpleasant Avenue Upper, Ranelagh, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-mountpleasant-avenue-upper-ranelagh-dublin-6/3431869
"Walkinstown Road, Walkinstown, Dublin 12",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-walkinstown-road-walkinstown-dublin-12/3213995
"New Cabra Road, Cabra, Dublin 7",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-new-cabra-road-cabra-dublin-7/3435822
"Flat 1, 56 Richmond Street South, Dublin 2",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-1-56-richmond-street-south-dublin-2/3416361
"72 Leinster Road, Rathmines, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-72-leinster-road-rathmines-dublin-6/3434840
"Flat 2, 1 Mount Street Upper, Dublin 2",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-2-1-mount-street-upper-dublin-2/3264257
"Flat 6, 9 Grosvenor Road, Rathmines, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-6-9-grosvenor-road-rathmines-dublin-6/3425155
"Moyne Road, Ranelagh, Dublin 6",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-moyne-road-ranelagh-dublin-6/3239733
"Mountpleasant Avenue Upper, Ranelagh, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-mountpleasant-avenue-upper-ranelagh-dublin-6/3265017
"Saint Vincent Street West, Inchicore, Dublin 8",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-saint-vincent-street-west-inchicore-dublin-8/3433162
"Connaught Street, Phibsborough, Dublin 7",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-connaught-street-phibsborough-dublin-7/3176533
"Oxmanstown Road, Dublin 7",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-oxmanstown-road-dublin-7/3435774
"21 Charles Street Great, Dublin 1",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-21-charles-street-great-dublin-1/3208916
"Flat 1, 87 Rathgar Road, Rathgar, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-1-87-rathgar-road-rathgar-dublin-6/3425366
"Talbot Hall, Dublin 1",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-talbot-hall-dublin-1/3433067
"40 Leinster Road, Rathmines, Dublin 6",1200,Studio,https://www.daft.ie//for-rent/studio-apartment-40-leinster-road-rathmines-dublin-6/3192368
"Summerhill, Dublin 1",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-summerhill-dublin-1/3222532
"374 Harolds Cross Rd, Dublin 6w, Harold's Cross, Dublin 6",1200,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-374-harolds-cross-rd-dublin-6w-harolds-cross-dublin-6/3424273
"Flat 1, 65 Aughrim Street, Dublin 7",1200,"1 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-1-65-aughrim-street-dublin-7/3287206
"1 BED, 103 Priorsgate, Greenhills Road, Tallaght, Dublin 24",1215,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bed-103-priorsgate-greenhills-road-tallaght-dublin-24/3432355
"17 Botanic Hall, Addison Park, Glasnevin, Dublin 11",1233,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-17-botanic-hall-addison-park-glasnevin-dublin-11/3436772
"Adelaide Rd, Portobello, Dublin 8",1140,Studio,https://www.daft.ie//for-rent/studio-apartment-adelaide-rd-portobello-dublin-8/3421157
"Apartment, 64/65 Prussia Street, Stoneybatter, Dublin 7",1245,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-64-65-prussia-street-stoneybatter-dublin-7/3429872
"The Academy, Citywest, Co. Dublin",1248,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-academy-citywest-co-dublin/3435172
"Flat 1, 23 Effra Road, Rathmines, Dublin 6",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-1-23-effra-road-rathmines-dublin-6/3432979
"8 Belfry Grove, Citywest, Co. Dublin",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-8-belfry-grove-citywest-co-dublin/3287516
"33 Mountjoy Square, Dublin 1",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-33-mountjoy-square-dublin-1/3421866
"Flat 1, 31 Cabra Park, Phibsborough, Dublin 7",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-1-31-cabra-park-phibsborough-dublin-7/3251212
"Flat 9, 68 Lower Drumcondra Road, Dublin 9, Drumcondra",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-9-68-lower-drumcondra-road-dublin-9-drumcondra/3433151
"Derry Avin, 60 North Circular Road, Dublin 7",1250,Studio,https://www.daft.ie//for-rent/studio-apartment-derry-avin-60-north-circular-road-dublin-7/3426020
"Rathgar Avenue, Rathgar, Rathmines, Dublin 6",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-rathgar-avenue-rathgar-rathmines-dublin-6/3155234
53 Fairview Strand,1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-53-fairview-strand/3249254
"Apartment 2, Rathcreedan House, Newcastle Road, Rathcoole, Co. Dublin",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-2-rathcreedan-house-newcastle-road-rathcoole-co-dublin/3432902
"North Circular Road, Dublin 7",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-north-circular-road-dublin-7/3252325
"2 Ashbrook Tce, Ranelagh, Dublin 6",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-2-ashbrook-tce-ranelagh-dublin-6/3227040
"Flat 1, 96 Rathmines Road Lower, Rathmines, Dublin 6",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-1-96-rathmines-road-lower-rathmines-dublin-6/2833310
"Flat 2, 9 Sherrard Street Lower, Dublin 1",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-2-9-sherrard-street-lower-dublin-1/3422965
"Flat 2, 75 Dorset Street Upper, Dublin 1",1250,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-2-75-dorset-street-upper-dublin-1/3219024
North Strand Road,1250,Studio,https://www.daft.ie//for-rent/studio-apartment-north-strand-road/3418548
"21 Charles Street Great, Dublin 1",1250,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-21-charles-street-great-dublin-1/3216996
"Grove Park, Rathmines, Dublin 6",1160,Studio,https://www.daft.ie//for-rent/studio-apartment-grove-park-rathmines-dublin-6/3249291
"Cabra Park, Dublin 7",1275,Studio,https://www.daft.ie//for-rent/studio-apartment-cabra-park-dublin-7/3290275
"Apartment 1, The Weavers, Dublin 8",1275,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-the-weavers-dublin-8/3289489
"22 Elgin Road, Ballsbridge, Dublin 4",1275,Studio,https://www.daft.ie//for-rent/studio-apartment-22-elgin-road-ballsbridge-dublin-4/2915920
"11 Sherrard Street Lower, Dublin 1",1275,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-11-sherrard-street-lower-dublin-1/3263871
"Flat 5, 60 Belgrave Square North, Rathmines, Dublin 6",1279,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-5-60-belgrave-square-north-rathmines-dublin-6/3287759
"6 Victoria Street, Portobello, Dublin 8",1280,Studio,https://www.daft.ie//for-rent/studio-apartment-6-victoria-street-portobello-dublin-8/3427515
"Moyne Road, Ranelagh, Dublin 6",1280,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-moyne-road-ranelagh-dublin-6/3228614
"8 Langrishe Place right beside Beckett House, Dublin 1",1283,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-8-langrishe-place-right-beside-beckett-house-dublin-1/2848396
"8 Langrishe Place right beside Beckett House, Dublin 1",1283,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-8-langrishe-place-right-beside-beckett-house-dublin-1/2848390
"27 Synge Street, Portobello, Dublin 8",1290,Studio,https://www.daft.ie//for-rent/studio-apartment-27-synge-street-portobello-dublin-8/3283389
"The Square, Rush, Co. Dublin",1296,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-the-square-rush-co-dublin/3435671
"69 Adelaide Rd, Dublin 2",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-69-adelaide-rd-dublin-2/3237504
"11 danieli rd artane, Artane, Dublin 5",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-11-danieli-rd-artane-artane-dublin-5/3418012
"Ashdale Road, Terenure, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-ashdale-road-terenure-dublin-6/3420806
"Flat 5, 380 North Circular Road, Dublin 7",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-5-380-north-circular-road-dublin-7/3423219
"City Gate, Christchurch, Dublin 8",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-city-gate-christchurch-dublin-8/3419076
"Apartment 122, Block A4, Geraldstown Woods, Santry, Dublin 9",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-122-block-a4-geraldstown-woods-santry-dublin-9/3276676
"Leinster Road, Rathmines, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-leinster-road-rathmines-dublin-6/2931959
"Grand Canal Street Lower, Dublin 2",1300,Studio,https://www.daft.ie//for-rent/studio-apartment-grand-canal-street-lower-dublin-2/3411798
"Crossguns quay, Phibsborough, Dublin 7",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-crossguns-quay-phibsborough-dublin-7/3274922
"Apartment 2, 31 Rathgar Road, Rathgar, Dublin 6",1300,Studio,https://www.daft.ie//for-rent/studio-apartment-apartment-2-31-rathgar-road-rathgar-dublin-6/3257328
"Beverton Court, Donabate, Co. Dublin",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beverton-court-donabate-co-dublin/3427339
"Flat 1, 54 Richmond Street South, Dublin 2",1300,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-1-54-richmond-street-south-dublin-2/3435378
"Bolton Square, Lower Domnick Street, Dublin 1",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bolton-square-lower-domnick-street-dublin-1/2928382
"North Circular Road, Stoneybatter, Dublin 7",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-north-circular-road-stoneybatter-dublin-7/3268527
"Rathmines Road Lower, Rathmines, Dublin 6",1300,Studio,https://www.daft.ie//for-rent/studio-apartment-rathmines-road-lower-rathmines-dublin-6/3433397
"Montpelier Court, Tallaght, Dublin 24",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-montpelier-court-tallaght-dublin-24/3219098
"DUNVILLE Ave, Ranelagh, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-dunville-ave-ranelagh-dublin-6/3281322
"Flat 6, 87 Ranelagh Road, Ranelagh, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-6-87-ranelagh-road-ranelagh-dublin-6/3150144
"Lansdowne Terrace, Shelbourne Road, Ballsbridge, Dublin 4",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-lansdowne-terrace-shelbourne-road-ballsbridge-dublin-4/2743544
"Monestary  Road, Ballymount, Dublin 12",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-monestary-road-ballymount-dublin-12/3437185
"48 Castlecurragh Vale, Mulhuddart, Dublin 15",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-48-castlecurragh-vale-mulhuddart-dublin-15/3414560
"Fairview Avenue Lower, Fairview, Dublin 3",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fairview-avenue-lower-fairview-dublin-3/2880891
"138 Bertram Court, Lamb Alley, Christchurch D8, Christchurch, Dublin 8",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-138-bertram-court-lamb-alley-christchurch-d8-christchurch-dublin-8/3424713
"Apartment 4, Rmc House, 3 Waverley Terrace, Rathmines, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-4-rmc-house-3-waverley-terrace-rathmines-dublin-6/3231514
"Talbot Hall, Talbot Street, Dublin 1",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-talbot-hall-talbot-street-dublin-1/3209210
"Eugene Street, Dublin 8",1300,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-eugene-street-dublin-8/3282823
"108 garelds town wood, santry avenue, dublin 09, Santry, Dublin 9",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-108-garelds-town-wood-santry-avenue-dublin-09-santry-dublin-9/3285986
"Castlewood Avenue, Rathmines, Dublin 6",1300,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-castlewood-avenue-rathmines-dublin-6/3436427
"Flat 8, 20 Grove Park, Rathmines, Dublin 6",1300,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-20-grove-park-rathmines-dublin-6/2823358
"Flat 2, 60 Belgrave Square North, Rathmines, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-2-60-belgrave-square-north-rathmines-dublin-6/3182192
"Beaumont Court, Beaumont Woods, Beaumont, Dublin 9",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beaumont-court-beaumont-woods-beaumont-dublin-9/3424885
"Apartment 46, Stapleton House, Dublin 1",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-46-stapleton-house-dublin-1/2570776
"31-35 Grosvenor Square, Harold's Cross, Dublin 6",1300,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-31-35-grosvenor-square-harolds-cross-dublin-6/3430553
"2 The Granary, Temple Lane South, Temple Bar, Dublin 2",1314,Studio,https://www.daft.ie//for-rent/studio-apartment-2-the-granary-temple-lane-south-temple-bar-dublin-2/3437016
"Drury Hall, Dublin 2",1325,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-drury-hall-dublin-2/3430011
"134 North Circular Road, Stoneybatter, Dublin 7",1325,Studio,https://www.daft.ie//for-rent/studio-apartment-134-north-circular-road-stoneybatter-dublin-7/3425064
"Eagle Island, Custom House Harbour Apartments, Dublin 1",1330,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-eagle-island-custom-house-harbour-apartments-dublin-1/3227323
"Apartment 26, The Weavers, Dublin 8",1334,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-26-the-weavers-dublin-8/3434247
"Millers Hall, Thomas Street, Dublin 8",1350,"1 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-millers-hall-thomas-street-dublin-8/3427344
"33 Stapleton House, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-33-stapleton-house-dublin-1/3205722
"Flat 12, 60 Belgrave Square North, Rathmines, Dublin 6",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-12-60-belgrave-square-north-rathmines-dublin-6/3433368
"Apartment 8, 1 Howth Road, Clontarf, Dublin 3",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-8-1-howth-road-clontarf-dublin-3/3424431
"Bachelors Walk, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bachelors-walk-dublin-1/3289721
"Flat 4, 6 Summer Street North, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-4-6-summer-street-north-dublin-1/3180482
"Apt 1 48 Cabra Park, Phibsborough, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-1-48-cabra-park-phibsborough-dublin-7/3263835
"Flat 3, 73 North Circular Road, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-3-73-north-circular-road-dublin-7/3248289
"Apt 7, 57 Pembroke Road, Ballsbridge, Co. Dublin",1350,Studio,https://www.daft.ie//for-rent/studio-apartment-apt-7-57-pembroke-road-ballsbridge-co-dublin/3433218
"Flat 2, 87 Aughrim Street, Stoneybatter, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-2-87-aughrim-street-stoneybatter-dublin-7/3282661
"Derry Avin, 60 North Circular Road, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-derry-avin-60-north-circular-road-dublin-7/3426077
"Rathmines Road Upper, Rathmines, Dublin 6",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-rathmines-road-upper-rathmines-dublin-6/3177971
"Blessington Street, Dublin 1",1350,Studio,https://www.daft.ie//for-rent/studio-apartment-blessington-street-dublin-1/3287447
"111 Morehampton Road, Donnybrook, Dublin 4",1350,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-111-morehampton-road-donnybrook-dublin-4/2836632
"1 lurgan street, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-lurgan-street-dublin-7/3287536
"Flat 2, 36 Cabra Road, Phibsborough, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-2-36-cabra-road-phibsborough-dublin-7/3410265
"1 Kingsland Park Avenue, Portobello, Dublin 8",1350,Studio,https://www.daft.ie//for-rent/studio-apartment-1-kingsland-park-avenue-portobello-dublin-8/3423939
"Kincora House Belvedere Place, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-kincora-house-belvedere-place-dublin-1/3431149
"36 Bachelors Walk Apartments, Bachelors Walk, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-36-bachelors-walk-apartments-bachelors-walk-dublin-1/3427995
"Batchelors Walk, Temple Bar, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-batchelors-walk-temple-bar-dublin-1/3243567
"North Circular Road, Dublin 7",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-north-circular-road-dublin-7/3422637
"Bachelors Walk, Dublin 1",1350,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bachelors-walk-dublin-1/3411054
